fid,cngmeters,x,y
"1",58200,-3337738.3028414440,310985.5447016226
"1",58300,-3337738.3028414440,311085.5447016226
"1",58400,-3337738.3028414440,311185.5447016226
"1",58500,-3337738.3028414440,311285.5447016226
"1",58600,-3337782.6581058316,311341.1894372348
"1",58700,-3337842.3093152195,311381.5382278471
"1",58800,-3337878.6516320566,311445.1959110103
"1",58900,-3337946.3157889950,311477.5317540716
"1",59000,-3337917.9864197094,311549.2023847858
"1",59100,-3337842.3093152195,311573.5252802961
"1",59200,-3337862.6257369542,311653.2088585613
"1",59300,-3337946.3157889950,311669.5188065206
"1",59400,-3337946.3157889950,311769.5188065206
"1",59500,-3337946.3157889950,311869.5188065206
"1",59600,-3337946.3157889950,311969.5188065206
"1",59700,-3337946.5998418522,312069.2347536633
"1",59800,-3338046.5998418522,312069.2347536633
"1",59900,-3338050.3222627705,312165.5123327452
"1",60000,-3338050.3222627705,312265.5123327452
"1",60100,-3338050.3222627705,312365.5123327452
"1",60200,-3338050.3222627705,312465.5123327452
"1",60300,-3338130.5739467503,312485.2606487653
"1",60400,-3338154.3287365460,312561.5058589697
"1",60500,-3338082.0900001172,312589.2671225408
"1",60600,-3338050.3222627705,312657.4993851942
"1",60700,-3338114.5480516483,312693.2735963163
"1",60800,-3338154.3287365460,312753.4929114187
"1",60900,-3338154.3287365460,312853.4929114187
"1",61000,-3338102.1223689946,312901.2865438673
"1",61100,-3338050.3222627705,312949.4864376432
"1",61200,-3338094.5156827709,313005.2930176428
"1",61300,-3338154.3287365460,313045.4799638677
"1",61400,-3338154.3287365460,313145.4799638677
"1",61500,-3338186.5027352199,313213.3059651938
"1",61600,-3338258.3352103215,313241.4734900922
"1",61700,-3338234.1741591985,313317.3124389693
"1",61800,-3338154.3287365460,313337.4670163167
"1",61900,-3338170.4768401179,313421.3189127448
"1",62000,-3338258.3352103215,313433.4605425413
"1",62100,-3338258.3352103215,313533.4605425413
"1",62200,-3338262.4638925670,313629.3318602958
"1",62300,-3338362.3416840970,313629.4540687658
"1",62400,-3338362.3416840970,313729.4540687658
"1",62500,-3338266.2259494024,313733.3383340713
"1",62600,-3338258.3352103215,313825.4475949903
"1",62700,-3338258.3352103215,313925.4475949903
"1",62800,-3338342.4315236895,313941.3512816223
"1",62900,-3338362.3416840970,314021.4411212148
"1",63000,-3338362.3416840970,314121.4411212148
"1",63100,-3338362.3416840970,314221.4411212148
"1",63200,-3338430.4121023631,314253.3707029488
"1",63300,-3338466.3481578724,314317.4346474393
"1",63400,-3338466.3481578724,314417.4346474393
"1",63500,-3338410.2971609328,314461.3836504998
"1",63600,-3338362.3416840970,314513.4281736638
"1",63700,-3338362.3416840970,314613.4281736638
"1",63800,-3338362.3416840970,314713.4281736638
"1",63900,-3338362.3416840970,314813.4281736638
"1",64000,-3338362.3416840970,314913.4281736638
"1",64100,-3338362.3416840970,315013.4281736638
"1",64200,-3338334.3360035857,315085.4224931528
"1",64300,-3338258.3352103215,315109.4216998883
"1",64400,-3338258.3352103215,315209.4216998883
"1",64500,-3338258.3352103215,315309.4216998883
"1",64600,-3338246.3554249126,315397.4419144793
"1",64700,-3338154.3287365460,315405.4152261128
"1",64800,-3338154.3287365460,315505.4152261128
"1",64900,-3338154.3287365460,315605.4152261128
"1",65000,-3338154.3287365460,315705.4152261128
"1",65100,-3338250.2826268529,315709.4613358058
"1",65200,-3338258.3352103215,315801.4087523374
"1",65300,-3338170.3942675656,315813.4678095813
"1",65400,-3338154.3287365460,315897.4022785619
"1",65500,-3338154.3287365460,315997.4022785619
"1",65600,-3338154.3287365460,316097.4022785619
"1",65700,-3338082.4136888920,316125.4872309078
"1",65800,-3338050.3222627705,316193.3958047864
"1",65900,-3338050.3222627705,316293.3958047864
"1",66000,-3338110.2178890980,316333.5001784588
"1",66100,-3338154.3287365460,316389.3893310109
"1",66200,-3338206.2114153225,316437.5066522343
"1",66300,-3338258.3352103215,316485.3828572354
"1",66400,-3338214.4654790959,316541.5131260098
"1",66500,-3338154.3287365460,316581.3763834599
"1",66600,-3338190.1855202205,316645.5195997853
"1",66700,-3338258.3352103215,316677.3699096844
"1",66800,-3338286.1790464451,316749.5260735608
"1",66900,-3338362.3416840970,316773.3634359089
"1",67000,-3338362.3416840970,316873.3634359089
"1",67100,-3338378.1660988941,316957.5390211118
"1",67200,-3338466.3481578724,316969.3569621335
"1",67300,-3338466.3481578724,317069.3569621335
"1",67400,-3338470.1531513431,317165.5519686628
"1",67500,-3338570.1531513431,317165.5519686628
"1",67600,-3338570.3546316479,317265.3504883580
"1",67700,-3338570.3546316479,317365.3504883580
"1",67800,-3338662.1402037921,317373.5649162138
"1",67900,-3338674.3611054234,317461.3440145825
"1",68000,-3338758.1337300166,317477.5713899893
"1",68100,-3338778.3675791989,317557.3375408070
"1",68200,-3338778.3675791989,317657.3375408070
"1",68300,-3338778.3675791989,317757.3375408070
"1",68400,-3338846.1143086902,317789.5908113158
"1",68500,-3338882.3740529744,317853.3310670315
"1",68600,-3338942.1078349147,317893.5972850913
"1",68700,-3339042.1078349147,317893.5972850913
"1",68800,-3339090.3870005254,317945.3181194805
"1",68900,-3339042.6726399115,317997.6037588668
"1",69000,-3338986.3805267499,318041.3116457050
"1",69100,-3339026.0819398127,318101.6102326423
"1",69200,-3339126.0819398127,318101.6102326423
"1",69300,-3339194.3934743009,318133.2986981541
"1",69400,-3339222.0754660373,318205.6167064178
"1",69500,-3339298.3999480763,318229.2922243786
"1",69600,-3339298.3999480763,318329.2922243786
"1",69700,-3339314.0625184863,318413.6296539688
"1",69800,-3339402.4064218518,318425.2857506031
"1",69900,-3339410.0560447108,318517.6361277443
"1",70000,-3339506.4128956273,318521.2792768276
"1",70100,-3339506.4128956273,318621.2792768276
"1",70200,-3339606.0495709353,318621.6426015198
"1",70300,-3339610.4193694028,318717.2728030521
"1",70400,-3339610.4193694028,318817.2728030521
"1",70500,-3339610.4193694028,318917.2728030521
"1",70600,-3339610.4193694028,319017.2728030521
"1",70700,-3339690.0236758329,319037.6684966218
"1",70800,-3339714.4258431783,319113.2663292766
"1",70900,-3339642.8344842987,319141.6749703973
"1",71000,-3339610.4193694028,319209.2598555011
"1",71100,-3339673.9977807309,319245.6814441728
"1",71200,-3339714.4258431783,319305.2533817257
"1",71300,-3339714.4258431783,319405.2533817257
"1",71400,-3339765.9848331800,319453.6943917238
"1",71500,-3339818.4323169538,319501.2469079502
"1",71600,-3339818.4323169538,319601.2469079502
"1",71700,-3339818.4323169538,319701.2469079502
"1",71800,-3339818.4323169538,319801.2469079502
"1",71900,-3339818.4323169538,319901.2469079502
"1",72000,-3339818.4323169538,320001.2469079502
"1",72100,-3339841.9459905270,320077.7332343768
"1",72200,-3339922.4387907297,320097.2404341742
"1",72300,-3339922.4387907297,320197.2404341742
"1",72400,-3339922.4387907297,320297.2404341742
"1",72500,-3339922.4387907297,320397.2404341742
"1",72600,-3339925.9200954251,320493.7591294788
"1",72700,-3340025.9200954251,320493.7591294788
"1",72800,-3340026.4452645052,320593.2339603987
"1",72900,-3339930.9769073608,320597.7656032543
"1",73000,-3339922.4387907297,320689.2274866232
"1",73100,-3339922.4387907297,320789.2274866232
"1",73200,-3339922.4387907297,320889.2274866232
"1",73300,-3340001.8812527722,320909.7850245808
"1",73400,-3340026.4452645052,320985.2210128478
"1",73500,-3339955.0157500138,321013.7914983563
"1",73600,-3339922.4387907297,321081.2145390723
"1",73700,-3339985.8553576702,321117.7979721318
"1",73800,-3340026.4452645052,321177.2080652968
"1",73900,-3340026.4452645052,321277.2080652968
"1",74000,-3339975.0481188912,321325.8109196828
"1",74100,-3339922.4387907297,321373.2015915213
"1",74200,-3339965.8229887928,321429.8173934583
"1",74300,-3340026.4452645052,321469.1951177458
"1",74400,-3340026.4452645052,321569.1951177458
"1",74500,-3340026.4452645052,321669.1951177458
"1",74600,-3340026.4452645052,321769.1951177458
"1",74700,-3340026.4452645052,321869.1951177458
"1",74800,-3340026.4452645052,321969.1951177458
"1",74900,-3340026.4452645052,322069.1951177458
"1",75000,-3340026.4452645052,322169.1951177458
"1",75100,-3340026.4452645052,322269.1951177458
"1",75200,-3340023.1258041970,322365.8756574378
"1",75300,-3339923.1258041970,322365.8756574378
"1",75400,-3339922.4387907297,322465.1886439703
"1",75500,-3339922.4387907297,322565.1886439703
"1",75600,-3339831.1387517480,322573.8886049888
"1",75700,-3339818.4323169538,322661.1821701944
"1",75800,-3339818.4323169538,322761.1821701944
"1",75900,-3339739.1516992990,322781.9015525398
"1",76000,-3339714.4258431783,322857.1756964189
"1",76100,-3339643.1581730749,322885.9080263153
"1",76200,-3339610.4193694028,322953.1692226434
"1",76300,-3339610.4193694028,323053.1692226434
"1",76400,-3339551.1711206259,323093.9209738663
"1",76500,-3339506.4128956273,323149.1627488679
"1",76600,-3339455.1775944009,323197.9274476418
"1",76700,-3339402.4064218518,323245.1562750924
"1",76800,-3339359.1840681769,323301.9339214172
"1",76900,-3339298.3999480763,323341.1498013169
"1",77000,-3339263.1905419524,323405.9403951928
"1",77100,-3339194.3934743009,323374.7374628441
"1",77200,-3339167.1970157279,323301.9339214172
"1",77300,-3339067.1970157279,323301.9339214172
"1",77400,-3338967.1970157279,323301.9339214172
"1",77500,-3338867.1970157279,323301.9339214172
"1",77600,-3338767.1970157279,323301.9339214172
"1",77700,-3338667.1970157279,323301.9339214172
"1",77800,-3338567.1970157279,323301.9339214172
"1",77900,-3338467.1970157279,323301.9339214172
"1",78000,-3338367.1970157279,323301.9339214172
"1",78100,-3338267.1970157279,323301.9339214172
"1",78200,-3338258.3352103215,323210.7957268235
"1",78300,-3338258.3352103215,323110.7957268235
"1",78400,-3338175.2099632788,323093.9209738663
"1",78500,-3338154.3287365460,323014.8022005990
"1",78600,-3338079.2164370543,322989.9145000908
"1",78700,-3338050.3222627705,322918.8086743745
"1",78800,-3337983.2229108298,322885.9080263153
"1",78900,-3337883.2229108298,322885.9080263153
"1",79000,-3337842.3093152195,322826.8216219255
"1",79100,-3337897.3892458337,322781.9015525398
"1",79200,-3337946.3157889950,322730.8280957010
"1",79300,-3337899.2488059318,322677.8950787643
"1",79400,-3337799.2488059318,322677.8950787643
"1",79500,-3337699.2488059318,322677.8950787643
"1",79600,-3337634.2963676685,322712.9426405011
"1",79700,-3337603.2552797073,322781.9015525398
"1",79800,-3337503.2552797073,322781.9015525398
"1",79900,-3337403.2552797073,322781.9015525398
"1",80000,-3337322.2769463421,322800.9232191746
"1",80100,-3337307.2617534827,322885.9080263153
"1",80200,-3337218.2704725666,322896.9167453991
"1",80300,-3337218.2704725666,322996.9167453991
"1",80400,-3337218.2704725666,323096.9167453991
"1",80500,-3337218.2704725666,323196.9167453991
"1",80600,-3337218.2704725666,323296.9167453991
"1",80700,-3337313.2532965485,323301.9339214172
"1",80800,-3337322.2769463421,323392.9102716237
"1",80900,-3337409.2468227730,323405.9403951928
"1",81000,-3337426.2834201176,323488.9037978482
"1",81100,-3337505.2403489975,323509.9468689683
"1",81200,-3337530.2898938931,323584.8973240727
"1",81300,-3337601.2338752220,323613.9533427438
"1",81400,-3337701.2338752220,323613.9533427438
"1",81500,-3337738.3028414440,323676.8843765217
"1",81600,-3337797.2274014466,323717.9598165193
"1",81700,-3337897.2274014466,323717.9598165193
"1",81800,-3337946.3157889950,323768.8714289707
"1",81900,-3337993.2209276711,323821.9662902948
"1",82000,-3338050.3222627705,323864.8649551953
"1",82100,-3338050.3222627705,323964.8649551953
"1",82200,-3338085.2079801201,324029.9792378458
"1",82300,-3338185.2079801201,324029.9792378458
"1",82400,-3338258.3352103215,324056.8520076443
"1",82500,-3338281.2015063446,324133.9857116213
"1",82600,-3338362.3416840970,324152.8455338688
"1",82700,-3338377.1950325691,324237.9921853967
"1",82800,-3338466.3481578724,324248.8390600933
"1",82900,-3338473.1885587936,324341.9986591723
"1",83000,-3338570.3546316479,324344.8325863178
"1",83100,-3338570.3546316479,324444.8325863178
"1",83200,-3338669.1820850181,324446.0051329478
"1",83300,-3338674.3611054234,324540.8261125423
"1",83400,-3338674.3611054234,324640.8261125423
"1",83500,-3338761.1691374672,324654.0180804988
"1",83600,-3338778.3675791989,324736.8196387668
"1",83700,-3338778.3675791989,324836.8196387668
"1",83800,-3338853.1561899157,324862.0310280498
"1",83900,-3338953.1561899157,324862.0310280498
"1",84000,-3338986.3805267499,324928.8066912159
"1",84100,-3338986.3805267499,325028.8066912159
"1",84200,-3338986.3805267499,325128.8066912159
"1",84300,-3339041.1367685897,325174.0504493763
"1",84400,-3339141.1367685897,325174.0504493763
"1",84500,-3339194.3934743009,325220.7937436649
"1",84600,-3339194.3934743009,325320.7937436649
"1",84700,-3339233.1238210383,325382.0633969273
"1",84800,-3339333.1238210383,325382.0633969273
"1",84900,-3339402.4064218518,325412.7807961139
"1",85000,-3339429.1173472628,325486.0698707028
"1",85100,-3339506.4128956273,325508.7743223384
"1",85200,-3339506.4128956273,325608.7743223384
"1",85300,-3339506.4128956273,325708.7743223384
"1",85400,-3339517.0979259363,325798.0892920293
"1",85500,-3339610.4193694028,325804.7678485629
"1",85600,-3339607.7472866448,325902.0957658048
"1",85700,-3339507.7472866448,325902.0957658048
"1",85800,-3339506.4128956273,326000.7613747875
"1",85900,-3339506.4128956273,326100.7613747875
"1",86000,-3339597.0655570589,326110.1087133558
"1",86100,-3339610.4193694028,326196.7549010120
"1",86200,-3339527.7796555222,326214.1151871312
"1",86300,-3339506.4128956273,326292.7484272365
"1",86400,-3339506.4128956273,326392.7484272365
"1",86500,-3339506.4128956273,326492.7484272365
"1",86600,-3339439.7990768487,326526.1346084578
"1",86700,-3339402.4064218518,326588.7419534610
"1",86800,-3339402.4064218518,326688.7419534610
"1",86900,-3339402.4064218518,326788.7419534610
"1",87000,-3339351.8184981751,326838.1540297843
"1",87100,-3339298.3999480763,326884.7354796855
"1",87200,-3339255.8249719506,326942.1605035598
"1",87300,-3339194.3934743009,326980.7290059100
"1",87400,-3339194.3934743009,327080.7290059100
"1",87500,-3339224.9490291001,327150.1734511107
"1",87600,-3339298.3999480763,327176.7225321345
"1",87700,-3339275.8573408280,327254.1799248863
"1",87800,-3339194.3934743009,327272.7160583590
"1",87900,-3339194.3934743009,327372.7160583590
"1",88000,-3339204.9166602227,327462.1928724373
"1",88100,-3339298.3999480763,327468.7095845836
"1",88200,-3339295.8897097055,327566.1993462128
"1",88300,-3339195.8897097055,327566.1993462128
"1",88400,-3339194.3934743009,327664.7031108081
"1",88500,-3339288.8907651207,327670.2058199883
"1",88600,-3339298.3999480763,327760.6966370326
"1",88700,-3339298.3999480763,327860.6966370326
"1",88800,-3339380.8778175698,327878.2187675393
"1",88900,-3339402.4064218518,327956.6901632571
"1",89000,-3339327.9414999094,327982.2252413148
"1",89100,-3339298.3999480763,328052.6836894816
"1",89200,-3339364.8519224678,328086.2317150902
"1",89300,-3339402.4064218518,328148.6772157061
"1",89400,-3339402.4064218518,328248.6772157061
"1",89500,-3339402.4064218518,328348.6772157061
"1",89600,-3339402.4064218518,328448.6772157061
"1",89700,-3339402.4064218518,328548.6772157061
"1",89800,-3339402.4064218518,328648.6772157061
"1",89900,-3339363.9997638892,328710.2705577433
"1",90000,-3339298.3999480763,328744.6707419306
"1",90100,-3339298.3999480763,328844.6707419306
"1",90200,-3339298.3999480763,328944.6707419306
"1",90300,-3339276.0191852152,329022.2899790698
"1",90400,-3339194.3934743009,329040.6642681551
"1",90500,-3339194.3934743009,329140.6642681551
"1",90600,-3339194.3934743009,329240.6642681551
"1",90700,-3339188.0386065422,329334.3094003963
"1",90800,-3339088.0386065422,329334.3094003963
"1",90900,-3338988.0386065422,329334.3094003963
"1",91000,-3338986.3805267499,329432.6513206042
"1",91100,-3338986.3805267499,329532.6513206042
"1",91200,-3338986.3805267499,329632.6513206042
"1",91300,-3338900.0580278686,329646.3288217228
"1",91400,-3338882.3740529744,329728.6448468287
"1",91500,-3338804.0645016441,329750.3352954983
"1",91600,-3338778.3675791989,329824.6383730532
"1",91700,-3338778.3675791989,329924.6383730532
"1",91800,-3338712.0774491951,329958.3482430493
"1",91900,-3338674.3611054234,330020.6318992777
"1",92000,-3338674.3611054234,330120.6318992777
"1",92100,-3338674.3611054234,330220.6318992777
"1",92200,-3338674.3611054234,330320.6318992777
"1",92300,-3338628.1033442970,330374.3741381513
"1",92400,-3338570.3546316479,330416.6254255022
"1",92500,-3338570.3546316479,330516.6254255022
"1",92600,-3338570.3546316479,330616.6254255022
"1",92700,-3338540.1227656235,330686.3935594778
"1",92800,-3338466.3481578724,330712.6189517267
"1",92900,-3338466.3481578724,330812.6189517267
"1",93000,-3338466.3481578724,330912.6189517267
"1",93100,-3338452.1421869500,330998.4129808042
"1",93200,-3338362.3416840970,331008.6124779512
"1",93300,-3338362.3416840970,331108.6124779512
"1",93400,-3338364.5282336930,331206.4259283553
"1",93500,-3338464.5282336930,331206.4259283553
"1",93600,-3338466.3481578724,331304.6060041758
"1",93700,-3338466.3481578724,331404.6060041758
"1",93800,-3338376.1810296029,331414.4388759063
"1",93900,-3338362.3416840970,331500.5995304003
"1",94000,-3338362.3416840970,331600.5995304003
"1",94100,-3338362.3416840970,331700.5995304003
"1",94200,-3338288.2004509293,331726.4582972328
"1",94300,-3338258.3352103215,331796.5930566248
"1",94400,-3338258.3352103215,331896.5930566248
"1",94500,-3338258.3352103215,331996.5930566248
"1",94600,-3338200.2198722558,332038.4777185592
"1",94700,-3338154.3287365460,332092.5865828493
"1",94800,-3338154.3287365460,332192.5865828493
"1",94900,-3338154.3287365460,332292.5865828493
"1",95000,-3338112.2392935823,332350.4971398858
"1",95100,-3338050.3222627705,332388.5801090738
"1",95200,-3338050.3222627705,332488.5801090738
"1",95300,-3338050.3222627705,332588.5801090738
"1",95400,-3338050.3222627705,332688.5801090738
"1",95500,-3338028.2651886847,332766.5230349878
"1",95600,-3337946.3157889950,332784.5736352983
"1",95700,-3337946.3157889950,332884.5736352983
"1",95800,-3337946.3157889950,332984.5736352983
"1",95900,-3337940.2846100107,333078.5424563142
"1",96000,-3337842.3093152195,333080.5671615228
"1",96100,-3337842.3093152195,333180.5671615228
"1",96200,-3337842.3093152195,333280.5671615228
"1",96300,-3337842.3093152195,333380.5671615228
"1",96400,-3337752.3040313376,333390.5618776407
"1",96500,-3337738.3028414440,333476.5606877473
"1",96600,-3337820.2951777750,333494.5683514162
"1",96700,-3337842.3093152195,333572.5542139719
"1",96800,-3337842.3093152195,333672.5542139719
"1",96900,-3337842.3093152195,333772.5542139719
"1",97000,-3337776.3428739905,333806.5877727428
"1",97100,-3337738.3028414440,333868.5477401964
"1",97200,-3337680.3493477660,333910.5942465182
"1",97300,-3337634.2963676685,333964.5412664209
"1",97400,-3337634.2963676685,334064.5412664209
"1",97500,-3337588.3622953170,334118.6071940693
"1",97600,-3337530.2898938931,334160.5347926454
"1",97700,-3337530.2898938931,334260.5347926454
"1",97800,-3337496.3752428680,334326.6201416202
"1",97900,-3337426.2834201176,334356.5283188699
"1",98000,-3337400.3817166435,334430.6266153957
"1",98100,-3337322.2769463421,334452.5218450944
"1",98200,-3337304.3881904189,334534.6330891712
"1",98300,-3337218.2704725666,334548.5153713189
"1",98400,-3337218.2704725666,334648.5153713189
"1",98500,-3337212.4011379699,334742.6460367223
"1",98600,-3337114.2639987911,334744.5088975434
"1",98700,-3337114.2639987911,334844.5088975434
"1",98800,-3337016.4076117454,334846.6525104977
"1",98900,-3337010.2575250156,334940.5024237680
"1",99000,-3337010.2575250156,335040.5024237680
"1",99100,-3336924.4205592964,335054.6654580487
"1",99200,-3336824.4205592964,335054.6654580487
"1",99300,-3336802.2445774646,335132.4894762170
"1",99400,-3336802.2445774646,335232.4894762170
"1",99500,-3336802.2445774646,335332.4894762170
"1",99600,-3336736.4399806228,335366.6848793752
"1",99700,-3336636.4399806228,335366.6848793752
"1",99800,-3336594.2316299137,335424.4765286660
"1",99900,-3336594.2316299137,335524.4765286660
"1",100000,-3336544.4529281738,335574.6978269263
"1",100100,-3336490.2251561382,335620.4700548905
"1",100200,-3336448.4594019493,335678.7043007018
"1",100300,-3336386.2186823627,335716.4635811150
"1",100400,-3336352.4658757248,335782.7107744772
"1",100500,-3336282.2122085872,335812.4571073395
"1",100600,-3336282.2122085872,335912.4571073395
"1",100700,-3336260.4788232758,335990.7237220282
"1",100800,-3336160.4788232758,335990.7237220282
"1",100900,-3336074.1992610362,336004.4441597886
"1",101000,-3336074.1992610362,336104.4441597886
"1",101100,-3336074.1992610362,336204.4441597886
"1",101200,-3336072.4982446022,336302.7431433547
"1",101300,-3335972.4982446022,336302.7431433547
"1",101400,-3335872.4982446022,336302.7431433547
"1",101500,-3335866.1863134848,336396.4312122371
"1",101600,-3335776.5047183777,336406.7496171302
"1",101700,-3335762.1798397093,336492.4247384616
"1",101800,-3335762.1798397093,336592.4247384616
"1",101900,-3335684.5176659292,336614.7625646813
"1",102000,-3335584.5176659292,336614.7625646813
"1",102100,-3335484.5176659292,336614.7625646813
"1",102200,-3335450.1604183828,336680.4053171352
"1",102300,-3335450.1604183828,336780.4053171352
"1",102400,-3335392.5306134797,336822.7755122322
"1",102500,-3335346.1539446074,336876.3988433597
"1",102600,-3335296.5370872552,336926.7819860077
"1",102700,-3335242.1474708319,336972.3923695842
"1",102800,-3335200.5435610311,337030.7884597833
"1",102900,-3335138.1409970564,337068.3858958087
"1",103000,-3335171.7319593062,337134.7949335588
"1",103100,-3335242.1474708319,337164.3794220332
"1",103200,-3335242.1474708319,337264.3794220332
"1",103300,-3335263.7190117552,337342.8078811097
"1",103400,-3335346.1539446074,337360.3729482577
"1",103500,-3335359.7125379797,337446.8143548852
"1",103600,-3335450.1604183828,337456.3664744823
"1",103700,-3335450.1604183828,337556.3664744823
"1",103800,-3335448.6212463370,337654.8273024363
"1",103900,-3335348.6212463370,337654.8273024363
"1",104000,-3335346.1539446074,337752.3600007068
"1",104100,-3335346.1539446074,337852.3600007068
"1",104200,-3335256.6341938879,337862.8402499872
"1",104300,-3335242.1474708319,337948.3535269313
"1",104400,-3335160.6406676634,337966.8467237627
"1",104500,-3335138.1409970564,338044.3470531558
"1",104600,-3335138.1409970564,338144.3470531558
"1",104700,-3335068.6536152144,338174.8596713137
"1",104800,-3335034.1345232809,338240.3405793803
"1",104900,-3334972.6600889899,338278.8661450892
"1",105000,-3334930.1280495054,338336.3341056048
"1",105100,-3334930.1280495054,338436.3341056048
"1",105200,-3334930.1280495054,338536.3341056048
"1",105300,-3334884.6795103163,338590.8855664158
"1",105400,-3334826.1215757299,338632.3276318293
"1",105500,-3334826.1215757299,338732.3276318293
"1",105600,-3334826.1215757299,338832.3276318293
"1",105700,-3334826.1215757299,338932.3276318293
"1",105800,-3334800.7054054183,339006.9114615178
"1",105900,-3334722.1151019544,339028.3211580538
"1",106000,-3334722.1151019544,339128.3211580538
"1",106100,-3334722.1151019544,339228.3211580538
"1",106200,-3334712.7248267448,339318.9308828442
"1",106300,-3334618.1086281789,339324.3146842784
"1",106400,-3334619.4859558376,339422.9373566197
"1",106500,-3334719.4859558376,339422.9373566197
"1",106600,-3334722.1151019544,339520.3082105029
"1",106700,-3334722.1151019544,339620.3082105029
"1",106800,-3334722.1151019544,339720.3082105029
"1",106900,-3334722.1151019544,339820.3082105029
"1",107000,-3334722.1151019544,339920.3082105029
"1",107100,-3334799.4535869602,339942.9697254972
"1",107200,-3334826.1215757299,340016.3017367274
"1",107300,-3334826.1215757299,340116.3017367274
"1",107400,-3334826.1215757299,340216.3017367274
"1",107500,-3334887.4341656337,340254.9891468237
"1",107600,-3334930.1280495054,340312.2952629519
"1",107700,-3334876.8284071526,340358.9956205992
"1",107800,-3334826.1215757299,340408.2887891764
"1",107900,-3334871.4082705313,340463.0020943748
"1",108000,-3334930.1280495054,340504.2823154009
"1",108100,-3334930.1280495054,340604.2823154009
"1",108200,-3334930.1280495054,340704.2823154009
"1",108300,-3334900.8672498059,340775.0215157012
"1",108400,-3334826.1215757299,340800.2758416254
"1",108500,-3334826.1215757299,340900.2758416254
"1",108600,-3334826.1215757299,341000.2758416254
"1",108700,-3334812.8866711324,341087.0409370277
"1",108800,-3334722.1151019544,341096.2693678499
"1",108900,-3334722.1151019544,341196.2693678499
"1",109000,-3334720.8996186834,341295.0538845787
"1",109100,-3334620.8996186834,341295.0538845787
"1",109200,-3334618.1086281789,341392.2628940745
"1",109300,-3334524.9060924589,341399.0603583542
"1",109400,-3334514.1021544035,341488.2564202990
"1",109500,-3334514.1021544035,341588.2564202990
"1",109600,-3334514.1021544035,341688.2564202990
"1",109700,-3334436.9255137853,341711.0797796807
"1",109800,-3334336.9255137853,341711.0797796807
"1",109900,-3334236.9255137853,341711.0797796807
"1",110000,-3334136.9255137853,341711.0797796807
"1",110100,-3334098.0762593015,341649.9290341644
"1",110200,-3334040.9319875608,341607.0733059052
"1",110300,-3333940.9319875608,341607.0733059052
"1",110400,-3333840.9319875608,341607.0733059052
"1",110500,-3333740.9319875608,341607.0733059052
"1",110600,-3333682.0503641996,341565.9549292664
"1",110700,-3333644.9384613363,341503.0668321298
"1",110800,-3333544.9384613363,341503.0668321298
"1",110900,-3333474.0374166486,341473.9678768174
"1",111000,-3333448.9449351118,341399.0603583542
"1",111100,-3333370.0309428731,341377.9743505928
"1",111200,-3333352.9514088873,341295.0538845787
"1",111300,-3333266.0244690976,341281.9808243683
"1",111400,-3333266.0244690976,341181.9808243683
"1",111500,-3333260.9643564383,341087.0409370277
"1",111600,-3333162.0179953221,341085.9872981438
"1",111700,-3333162.0179953221,340985.9872981438
"1",111800,-3333162.0179953221,340885.9872981438
"1",111900,-3333162.0179953221,340785.9872981438
"1",112000,-3333072.9837777647,340775.0215157012
"1",112100,-3333058.0115215466,340689.9937719193
"1",112200,-3332976.9902515402,340671.0150419257
"1",112300,-3332954.0050477711,340594.0002456948
"1",112400,-3332880.9967253157,340567.0085681502
"1",112500,-3332849.9985739957,340498.0067194703
"1",112600,-3332849.9985739957,340398.0067194703
"1",112700,-3332789.0096728667,340358.9956205992
"1",112800,-3332689.0096728667,340358.9956205992
"1",112900,-3332641.9856264447,340306.0196670213
"1",113000,-3332593.0161466422,340254.9891468237
"1",113100,-3332537.9791526692,340210.0261407967
"1",113200,-3332497.0226204176,340150.9826730482
"1",113300,-3332433.9726788937,340114.0326145722
"1",113400,-3332401.0290941931,340046.9761992728
"1",113500,-3332301.0290941931,340046.9761992728
"1",113600,-3332225.9597313427,340022.0455621232
"1",113700,-3332205.0355679686,339942.9697254972
"1",113800,-3332121.9532575672,339959.8874150957
"1",113900,-3332109.0420417441,340046.9761992728
"1",114000,-3332009.0420417441,340046.9761992728
"1",114100,-3331913.9403100158,340042.0779310012
"1",114200,-3331913.0485155201,339942.9697254972
"1",114300,-3331813.0485155201,339942.9697254972
"1",114400,-3331809.9338362403,340039.8550462177
"1",114500,-3331717.0549892955,340046.9761992728
"1",114600,-3331617.0549892955,340046.9761992728
"1",114700,-3331601.9208886893,340131.8420986667
"1",114800,-3331521.0614630710,340150.9826730482
"1",114900,-3331497.9144149139,340074.1297212052
"1",115000,-3331425.0679368465,340046.9761992728
"1",115100,-3331393.9079411384,340115.8162035648
"1",115200,-3331329.0744106220,340150.9826730482
"1",115300,-3331229.0744106220,340150.9826730482
"1",115400,-3331185.8949935874,340207.8032560138
"1",115500,-3331133.0808843975,340254.9891468237
"1",115600,-3331033.0808843975,340254.9891468237
"1",115700,-3330977.8820460364,340299.7903084628
"1",115800,-3330977.8820460364,340399.7903084628
"1",115900,-3330941.0938319485,340463.0020943748
"1",116000,-3330873.8755722609,340495.7838346873
"1",116100,-3330845.1003057240,340567.0085681502
"1",116200,-3330745.1003057240,340567.0085681502
"1",116300,-3330665.8626247100,340587.7708871364
