fid,cngmeters,x,y
"1",33700,-3331291.8039640966,302916.6650614193
"1",33800,-3331391.8039640966,302916.6650614193
"1",33900,-3331491.8039640966,302916.6650614193
"1",34000,-3331591.8039640966,302916.6650614193
"1",34100,-3331601.9208886893,303006.5481368264
"1",34200,-3331687.7974903211,303020.6715351948
"1",34300,-3331787.7974903211,303020.6715351948
"1",34400,-3331809.9338362403,302942.8078811142
"1",34500,-3331883.7910165456,302916.6650614193
"1",34600,-3331983.7910165456,302916.6650614193
"1",34700,-3332017.9467837913,302982.5092941735
"1",34800,-3332079.7845427701,303020.6715351948
"1",34900,-3332179.7845427701,303020.6715351948
"1",35000,-3332225.9597313427,303074.4963466220
"1",35100,-3332275.7780689946,303124.6780089703
"1",35200,-3332329.9662051182,303170.4898728465
"1",35300,-3332329.9662051182,303270.4898728465
"1",35400,-3332292.1672887933,303332.6909565213
"1",35500,-3332225.9597313427,303366.4833990711
"1",35600,-3332255.7457001167,303436.6974302968
"1",35700,-3332329.9662051182,303462.4769252956
"1",35800,-3332329.9662051182,303562.4769252956
"1",35900,-3332329.9662051182,303662.4769252956
"1",36000,-3332329.9662051182,303762.4769252956
"1",36100,-3332339.7198050148,303852.7233253988
"1",36200,-3332433.9726788937,303858.4704515201
"1",36300,-3332433.9726788937,303958.4704515201
"1",36400,-3332433.9726788937,304058.4704515201
"1",36500,-3332336.2385003236,304060.7362729498
"1",36600,-3332329.9662051182,304154.4639777446
"1",36700,-3332329.9662051182,304254.4639777446
"1",36800,-3332244.2514478746,304268.7492205008
"1",36900,-3332225.9597313427,304350.4575039691
"1",37000,-3332148.2579216501,304372.7556942763
"1",37100,-3332121.9532575672,304446.4510301936
"1",37200,-3332121.9532575672,304546.4510301936
"1",37300,-3332121.9532575672,304646.4510301936
"1",37400,-3332060.2773429765,304684.7751156028
"1",37500,-3332017.9467837913,304742.4445564177
"1",37600,-3331964.2838167520,304788.7815893783
"1",37700,-3331913.9403100158,304838.4380826422
"1",37800,-3331913.9403100158,304938.4380826422
"1",37900,-3331872.2967643030,304996.7945369293
"1",38000,-3331809.9338362403,305034.4316088667
"1",38100,-3331809.9338362403,305134.4316088667
"1",38200,-3331809.9338362403,305234.4316088667
"1",38300,-3331784.3161856295,305308.8139582558
"1",38400,-3331705.9273624648,305330.4251350912
"1",38500,-3331723.5320655247,305412.8204320313
"1",38600,-3331809.9338362403,305426.4186613157
"1",38700,-3331819.5255917492,305516.8269058068
"1",38800,-3331913.9403100158,305522.4121875402
"1",38900,-3331913.9403100158,305622.4121875402
"1",39000,-3331913.9403100158,305722.4121875402
"1",39100,-3332011.5126441983,305724.8398533578
"1",39200,-3332111.5126441983,305724.8398533578
"1",39300,-3332211.5126441983,305724.8398533578
"1",39400,-3332225.9597313427,305810.3927662133
"1",39500,-3332225.9597313427,305910.3927662133
"1",39600,-3332303.4996966473,305932.8528009088
"1",39700,-3332403.4996966473,305932.8528009088
"1",39800,-3332433.9726788937,305863.3257831553
"1",39900,-3332499.4932228718,305828.8463271333
"1",40000,-3332599.4932228718,305828.8463271333
"1",40100,-3332699.4932228718,305828.8463271333
"1",40200,-3332745.9921002202,305775.3452044818
"1",40300,-3332795.4867490963,305724.8398533578
"1",40400,-3332849.9985739957,305679.3516782573
"1",40500,-3332891.4802753208,305620.8333795823
"1",40600,-3332954.0050477711,305658.3086071318
"1",40700,-3332954.0050477711,305758.3086071318
"1",40800,-3332924.5427677725,305828.8463271333
"1",40900,-3332849.9985739957,305854.3021333564
"1",41000,-3332849.9985739957,305954.3021333564
"1",41100,-3332849.9985739957,306054.3021333564
"1",41200,-3332849.9985739957,306154.3021333564
"1",41300,-3332849.9985739957,306254.3021333564
"1",41400,-3332849.9985739957,306354.3021333564
"1",41500,-3332849.9985739957,306454.3021333564
"1",41600,-3332849.9985739957,306554.3021333564
"1",41700,-3332752.5880842013,306556.8916435618
"1",41800,-3332745.9921002202,306650.2956595809
"1",41900,-3332745.9921002202,306750.2956595809
"1",42000,-3332831.3831686880,306764.9045911128
"1",42100,-3332849.9985739957,306683.5199964203
"1",42200,-3332927.3766949126,306660.8981173373
"1",42300,-3332954.0050477711,306587.5264701958
"1",42400,-3333023.3702211371,306556.8916435618
"1",42500,-3333123.3702211371,306556.8916435618
"1",42600,-3333223.3702211371,306556.8916435618
"1",42700,-3333266.0244690976,306499.5458915222
"1",42800,-3333319.3637473616,306452.8851697863
"1",42900,-3333419.3637473616,306452.8851697863
"1",43000,-3333474.0374166486,306407.5588390732
"1",43100,-3333515.3572735861,306348.8786960108
"1",43200,-3333615.3572735861,306348.8786960108
"1",43300,-3333715.3572735861,306348.8786960108
"1",43400,-3333815.3572735861,306348.8786960108
"1",43500,-3333915.3572735861,306348.8786960108
"1",43600,-3334015.3572735861,306348.8786960108
"1",43700,-3334115.3572735861,306348.8786960108
"1",43800,-3334202.0827330770,306335.6041555016
"1",43900,-3334211.3507998106,306244.8722222353
"1",44000,-3334306.0892068525,306250.1338151936
"1",44100,-3334307.3443260351,306348.8786960108
"1",44200,-3334407.3443260351,306348.8786960108
"1",44300,-3334507.3443260351,306348.8786960108
"1",44400,-3334607.3443260351,306348.8786960108
"1",44500,-3334618.1086281789,306438.1143938671
"1",44600,-3334703.3378522596,306452.8851697863
"1",44700,-3334803.3378522596,306452.8851697863
"1",44800,-3334903.3378522596,306452.8851697863
"1",44900,-3335003.3378522596,306452.8851697863
"1",45000,-3335103.3378522596,306452.8851697863
"1",45100,-3335203.3378522596,306452.8851697863
"1",45200,-3335242.1474708319,306514.0755512142
"1",45300,-3335299.3313784841,306556.8916435618
"1",45400,-3335399.3313784841,306556.8916435618
"1",45500,-3335499.3313784841,306556.8916435618
"1",45600,-3335554.1668921583,306602.0561298877
"1",45700,-3335554.1668921583,306702.0561298877
"1",45800,-3335591.3184309332,306764.9045911128
"1",45900,-3335691.3184309332,306764.9045911128
"1",46000,-3335791.3184309332,306764.9045911128
"1",46100,-3335891.3184309332,306764.9045911128
"1",46200,-3335970.1927872607,306786.0302347853
"1",46300,-3335987.3119571577,306868.9110648883
"1",46400,-3336087.3119571577,306868.9110648883
"1",46500,-3336187.3119571577,306868.9110648883
"1",46600,-3336282.2122085872,306874.0108134588
"1",46700,-3336283.3054833822,306972.9175386638
"1",46800,-3336383.3054833822,306972.9175386638
"1",46900,-3336386.2186823627,307070.0043396834
"1",47000,-3336479.2990096067,307076.9240124393
"1",47100,-3336579.2990096067,307076.9240124393
"1",47200,-3336594.2316299137,307161.9913921324
"1",47300,-3336594.2316299137,307261.9913921324
"1",47400,-3336594.2316299137,307361.9913921324
"1",47500,-3336521.1836715471,307388.9434337658
"1",47600,-3336490.2251561382,307457.9849183569
"1",47700,-3336490.2251561382,307557.9849183569
"1",47800,-3336490.2251561382,307657.9849183569
"1",47900,-3336490.2251561382,307757.9849183569
"1",48000,-3336437.2095666490,307804.9693288678
"1",48100,-3336386.2186823627,307853.9784445814
"1",48200,-3336386.2186823627,307953.9784445814
"1",48300,-3336386.2186823627,308053.9784445814
"1",48400,-3336349.2289879755,308116.9887501943
"1",48500,-3336282.2122085872,308149.9719708059
"1",48600,-3336282.2122085872,308249.9719708059
"1",48700,-3336282.2122085872,308349.9719708059
"1",48800,-3336261.2484093020,308429.0081715208
"1",48900,-3336178.2057348117,308445.9654970304
"1",49000,-3336178.2057348117,308545.9654970304
"1",49100,-3336178.2057348117,308645.9654970304
"1",49200,-3336173.2678306284,308741.0275928473
"1",49300,-3336074.1992610362,308741.9590232549
"1",49400,-3336074.1992610362,308841.9590232549
"1",49500,-3336074.1992610362,308941.9590232549
"1",49600,-3335981.2807781794,308949.0405403983
"1",49700,-3335970.1927872607,308860.1285313171
"1",49800,-3335885.2872519549,308845.0340666228
"1",49900,-3335785.2872519549,308845.0340666228
"1",50000,-3335685.2872519549,308845.0340666228
"1",50100,-3335658.1733659338,308772.1479526441
"1",50200,-3335589.2937257304,308741.0275928473
"1",50300,-3335554.1668921583,308805.9007592751
"1",50400,-3335554.1668921583,308905.9007592751
"1",50500,-3335497.3066732814,308949.0405403983
"1",50600,-3335450.1604183828,309001.8942854996
"1",50700,-3335401.3131470568,309053.0470141738
"1",50800,-3335346.1539446074,309097.8878117241
"1",50900,-3335346.1539446074,309197.8878117241
"1",51000,-3335309.3260946078,309261.0599617248
"1",51100,-3335242.1474708319,309293.8813379486
"1",51200,-3335213.3325683833,309365.0664355003
"1",51300,-3335138.1409970564,309389.8748641731
"1",51400,-3335117.3390421588,309469.0729092758
"1",51500,-3335034.1345232809,309485.8683903977
"1",51600,-3335034.1345232809,309585.8683903977
"1",51700,-3335025.3519897102,309677.0858568268
"1",51800,-3334930.1280495054,309681.8619166222
"1",51900,-3334930.1280495054,309781.8619166222
"1",52000,-3334930.1280495054,309881.8619166222
"1",52100,-3334833.3649372612,309885.0988043778
"1",52200,-3334826.1215757299,309977.8554428467
"1",52300,-3334826.1215757299,310077.8554428467
"1",52400,-3334910.8652666477,310093.1117519288
"1",52500,-3334930.1280495054,310173.8489690712
"1",52600,-3334930.1280495054,310273.8489690712
"1",52700,-3335002.8523190967,310301.1246994798
"1",52800,-3335034.1345232809,310369.8424952957
"1",52900,-3335034.1345232809,310469.8424952957
"1",53000,-3335034.1345232809,310569.8424952957
"1",53100,-3335090.8328977702,310613.1441208063
"1",53200,-3335138.1409970564,310665.8360215202
"1",53300,-3335186.8264239947,310717.1505945818
"1",53400,-3335242.1474708319,310761.8295477447
"1",53500,-3335282.8199502192,310821.1570683573
"1",53600,-3335346.1539446074,310784.4910627454
"1",53700,-3335378.8134764438,310717.1505945818
"1",53800,-3335478.8134764438,310717.1505945818
"1",53900,-3335554.1668921583,310692.5040102963
"1",54000,-3335574.8070026683,310613.1441208063
"1",54100,-3335658.1733659338,310629.7777575408
"1",54200,-3335670.8005288928,310717.1505945818
"1",54300,-3335762.1798397093,310708.5299053983
"1",54400,-3335766.7940551173,310613.1441208063
"1",54500,-3335866.1863134848,310612.5363791738
"1",54600,-3335866.1863134848,310512.5363791738
"1",54700,-3335962.7875813418,310509.1376470308
"1",54800,-3336062.7875813418,310509.1376470308
"1",54900,-3336074.1992610362,310420.5493267252
"1",55000,-3336158.7811075663,310405.1311732553
"1",55100,-3336178.2057348117,310324.5558005007
"1",55200,-3336178.2057348117,310224.5558005007
"1",55300,-3336250.7681600153,310197.1182257043
"1",55400,-3336350.7681600153,310197.1182257043
"1",55500,-3336386.2186823627,310132.5687480517
"1",55600,-3336446.7616862399,310093.1117519288
"1",55700,-3336546.7616862399,310093.1117519288
"1",55800,-3336594.2316299137,310040.5816956026
"1",55900,-3336642.7552124644,309989.1052781533
"1",56000,-3336698.2381036892,310033.6223869284
"1",56100,-3336738.7487386889,310093.1117519288
"1",56200,-3336802.2445774646,310129.6159131530
"1",56300,-3336834.7422649134,310197.1182257043
"1",56400,-3336934.7422649134,310197.1182257043
"1",56500,-3337034.7422649134,310197.1182257043
"1",56600,-3337114.2639987911,310217.5964918265
"1",56700,-3337130.7357911379,310301.1246994798
"1",56800,-3337230.7357911379,310301.1246994798
"1",56900,-3337330.7357911379,310301.1246994798
"1",57000,-3337426.2834201176,310305.5770705000
"1",57100,-3337426.7293173624,310405.1311732553
"1",57200,-3337526.7293173624,310405.1311732553
"1",57300,-3337530.2898938931,310501.5705967245
"1",57400,-3337530.2898938931,310601.5705967245
"1",57500,-3337618.7163698114,310613.1441208063
"1",57600,-3337634.2963676685,310697.5641229491
"1",57700,-3337714.7098960360,310717.1505945818
"1",57800,-3337738.3028414440,310793.5576491736
"1",57900,-3337665.9022606276,310821.1570683573
"1",58000,-3337634.2963676685,310889.5511753981
"1",58100,-3337698.6840009340,310925.1635421328
